胡豆	蚕豆
噢拜托老	噢拜托了
开火	开火
念这个	念这个
参见上文	参见上文
她哭老	她哭了
她试过老	她试过了
她在行走	她在行走
耐心等倒	耐心等着
慢一点	慢一点
保持冷静	保持冷静
趴倒	趴着
住手	住手
照顾好自己	照顾好自己
汤姆睡老	汤姆睡了
Tom游泳	Tom游泳
汤姆累老	汤姆累了
汤姆挥手老	汤姆挥手了
汤姆要走	汤姆要走
向左转	向左转
在这等倒	在这等着
做得好	做得好
爱哪个哪个	爱谁谁
哪个	谁
很棒	很棒
蠢货	蠢货
你身上发臭老	你身上发臭了
请上船	请上船
我错老吗	我错了吗
鸟儿歌唱	鸟儿歌唱
我可以帮忙吗	我可以帮忙吗
必须的	必须的
莫动	别动
莫动	不要动
把它填满	把它填满
跟倒他走	跟着他走
上帝存在	上帝存在
晚安	晚安
他让步老	他让步了
他很歪	他很凶
他很穷	他很穷
他高	他高
你好汤姆	你好汤姆
嘿放松点	嘿放松点
多可爱啊	多可爱啊
赶快回家	赶快回家
我个头矮	我个头矮
我会做饭	我会做饭
我会游泳	我会游泳
我不能走	我不能走
我在这里吃	我在这里吃
我嫉妒她	我嫉妒她
我羡慕他	我羡慕他
我恨你	我恨你
我认识汤姆	我认识汤姆
我认识他	我认识他
我喜欢茶	我喜欢茶
我喜欢你	我喜欢你
我爱她	我爱她
我爱您	我爱您
我想念他	我想念他
我想念你	我想念你
我需要你	我需要你
我想是这样的	我想是这样的
我使用这个	我使用这个
我会做的	我会做的
我是个英雄	我是个英雄
我是谦虚的	我是谦虚的
我单身	我单身
我困老	我困了
我好胖哦	我好胖哦
莫理汤姆	别理汤姆
那是爱吗	那是爱吗
真是太好老	真是太好了
是晚上老	是晚上了
放松点嘛	放松点吧
保持安静	保持安静
让他进来	让他进来
让我切死	让我去死
让我想一想	让我想一想
我们走走嘛	我们走走吧
看那里	看那里
禁止评论	禁止评论
无可奉告	无可奉告
莫问题	没问题
莫关系	没关系
噢真的吗	噢真的吗
再一次	再一次
她笑老	她笑了
往后站	往后站
保持警惕	保持警惕
留倒这里莫动	留在这里别动
让开	让开
好好学习	好好学习
真疼	真疼
时光飞逝	时光飞逝
时间匆匆走过	时间匆匆走过
汤姆害羞	汤姆害羞
汤姆笑老	汤姆笑了
汤姆打哈欠老	汤姆打哈欠了
向右转	向右转
我们笑老	我们笑了
我们失切老它	我们失去了它
这是啥子啊	这是什么啊
有啥子新鲜事吗	有什么新鲜事吗
我在哪里	我在哪里
这是啥子地方	这是什么地方
我们是哪个	我们是谁
下一个是哪个	下一个是谁
木材燃烧	木材燃烧
我们完成老吗	我们完成了吗
你是汤姆吗	你是汤姆吗
您生气老吗	您生气了吗
你生气老吗	你生气了吗
你伤心吗	你伤心吗
友好点	友好点
停手	停手
你能看吗	你能看吗
算我一个	算我一个
按我说的做	按我说的做
莫走	别走
不要恐慌	不要恐慌
不许大叫	不许大叫
莫担心	别担心
认真点	认真点
他独自一人	他独自一人
他醉老	他醉了
他很强壮	他很强壮
我们到老	我们到了
这里快抓住	这里快抓住
你们好吗	你们好吗
你好吗	你好吗
多怪啊	多怪啊
真奇怪	真奇怪
我来老	我来了
我买磁带	我买磁带
我不能说	我不能说
我不扯把子	我不说谎
我吃面包	我吃面包
我觉得冷	我觉得冷
我感觉很好	我感觉很好
我感到虚弱	我感到虚弱
我有时间	我有时间
我听你的	我听你的
我喜欢鱼	我喜欢鱼
我喜欢爵士乐	我喜欢爵士乐
我喜欢他们	我喜欢他们
我住在这	我住在这
我需要胶水	我需要胶水
我需要帮助	我需要帮助
我睡过头老	我睡过头了
我是那样说的	我是那样说的
我闻到瓦斯味	我闻到瓦斯味
我信任他	我信任他
我信任你	我信任你
我想要更多	我想要更多
我搞错老	我搞错了
我会听从指示	我会听从指示
我会等	我会等
我在这里工作	我在这里工作
我会参加	我会参加
我会进切	我会进去
我也是17岁	我也是17岁
我是个不成器的人	我是个不成器的人
我在家	我在家
我很好奇	我很好奇
我结婚老	我结婚了
我已婚	我已婚
我在读书	我在读书
我是认真的	我是认真的
我渴老	我渴了
汤姆还好吧	汤姆还好吧
这是你的吗	这是你的吗
这不可能	这不可能
这是我份内的事	这是我份内的事
只要说不	只要说不
继续努力	继续努力
让我晓得	让我知道
让我们开始嘛	让我们开始吧
人生是有趣的	人生是有趣的
四处看看	四处看看
午餐送到老	午餐送到了
非常感谢	非常感谢
金钱万能	金钱万能
好时机	好时机
莫得人来老	没有人来了
好我同意	好我同意
请来吧	请来吧
请唱歌	请唱歌
放开他	放开他
她打老他	她打了他
一边站倒	一边站着
这就是生活	这就是生活
人生就是如此	人生就是如此
这很软	这很软
他们拥抱	他们拥抱
他们亲吻老	他们亲吻了
这是冰块	这是冰块
汤姆脸红老	汤姆脸红了
汤姆皱着眉头	汤姆皱着眉头
汤姆变胖老	汤姆变胖了
汤姆看见你老	汤姆看见你了
汤姆会等	汤姆会等
汤姆错老	汤姆错了
转过来	转过来
等哈我	等等我
我们是男娃	我们是男孩
我们迟到老	我们迟到了
我们都赢老	我们都赢了
我们可以休息	我们可以休息
我们认识他	我们认识他
我们爱汤姆	我们爱汤姆
我们想要汤姆	我们想要汤姆
我们要一个	我们要一个
太可惜老	太可惜了
多遗憾啊	多遗憾啊
那是啥子	那是什么
这是啥子	这是什么
你是哪个	你是谁
哪个画的	谁画的
那是哪个	那是谁
这是哪个的	这是谁的
木头会漂浮	木头会漂浮
干活慢点	干活慢点
你在这里	你在这里
你有病	你有病
你忙吗	你忙吗
您在忙吗	您在忙吗
您迷路老吗	您迷路了吗
你迷路老吗	你迷路了吗
你确定吗	你确定吗
现实点	现实点
带他进来	带他进来
现在给汤姆打电话	现在给汤姆打电话
我们能做到吗	我们能做到吗
你能来吗	你能来吗
你能阅读吗	你能阅读吗
你会游泳吗	你会游泳吗
你打过电话老吗	你打过电话了吗
你吸烟吗	你吸烟吗
您吸烟吗	您吸烟吗
尽力而为	尽力而为
莫伤心	别伤心
不要害羞	不要害羞
不用麻烦老	不用麻烦了
莫来烦我	别来烦我
安全地驾驶	安全地驾驶
开车慢点	开车慢点
鬼魂是存在的	鬼魂是存在的
还回切	还回去
晚上好	晚上好
早上好	早上好
他生气老	他生气了
他有辆车	他有辆车
他喜欢茶	他喜欢茶
他爱她	他爱她
他很勇敢	他很勇敢
他现在出切老	他现在出去了
真烦人	真烦人
你敢	你敢
真糟糕	真糟糕
我欣赏你	我欣赏你
我几乎赢老	我几乎赢了
我在祈祷	我在祈祷
我吃老鱼子酱	我吃了鱼子酱
我给汤姆打老电话	我给汤姆打了电话
我走不老	我走不了
我无所谓	我无所谓
我有一辆车	我有一辆车
我有一条狗	我有一条狗
我有一张地图	我有一张地图
我喜欢豆子	我喜欢豆子
我喜欢这些	我喜欢这些
我爱音乐	我爱音乐
我想你	我想你
我看到一本书	我看到一本书
我明白老	我明白了
我想要一只狗	我想要一只狗
我要告你	我要告你
我洗耳恭听	我洗耳恭听
我在流血	我在流血
我现在有空老	我现在有空了
我是清白的	我是清白的
我是新来的	我是新来的
我没在忙	我没在忙
我不确定	我不确定
我怀孕老	我怀孕了
我好高兴	我好高兴
我好累	我好累
我饿死老	我饿死了
我饿死老	我饿死了
我是最好的	我是最好的
我激动不已	我激动不已
我决定老	我决定了
真的	真的
太神奇老	太神奇了
它是明显的	它是明显的
下雨老	下雨了
在下雨	在下雨
正在下雪	正在下雪
太难老	太难了
它太大老	它太大了
继续看	继续看
继续工作	继续工作
让我想一哈	让我想一想
我们现在切嘛	我们现在去吧
人生会继续	人生会继续
玛丽进来老	玛丽进来了
玛丽很高	玛丽很高
我现在能切老吗	我现在能去了吗
轻轻地移动	轻轻地移动
我的眼睛痛	我的眼睛痛
莫得人知道	没有人知道
没人问过	没人问过
打开箱子	打开箱子
请抓紧时间	请抓紧时间
请你离开	请你离开
一哈儿见	一会儿见
到时候见	到时候见
你真丢脸	你真丢脸
她很安静	她很安静
她心情不好	她心情不好
她可以来	她可以来
她也许来	她也许来
有人来老	有人来了
你说话小点声	你说话小点声
和我们留在一起吧	和我们留在一起吧
莫再傻看倒	别再傻看着
莫再念老	别再念了
莫再盯倒老	别再盯着了
不要说话老	不要说话了
莫再埋怨老	别再埋怨了
莫再喊叫老	别再喊叫了
祝你好梦	祝你好梦
放轻松	放轻松
莫紧张	别紧张
带我回家	带我回家
告诉我们多一点	告诉我们多一点
那是我的	那是我的
那是疯狂的	那是疯狂的
那真是太好老	那真是太好了
对	对
他们拒绝老	他们拒绝了
它们是假的	它们是假的
这是我的	这是我的
汤姆跟倒	汤姆跟着
汤姆是干净的	汤姆是干净的
汤姆高兴	汤姆高兴
Tom认识我	Tom认识我
汤姆坐下老	汤姆坐下了
汤姆告诉老他	汤姆告诉了他
汤姆饱老	汤姆饱了
汤姆快起来	汤姆快起来
再试一次	再试一次
再告一哈	再试一次
难以置信	难以置信
投票给汤姆	投票给汤姆
走着瞧	走着瞧
我们很快乐	我们很快乐
我们能开始	我们能开始
我们需要更多	我们需要更多
我们成功老	我们成功了
我们投降	我们投降
我们已是成年人老	我们已是成年人了
我们在藏着	我们在藏着
欢迎回来	欢迎回来
爱是啥子	爱是什么
那是啥子啊	那是什么啊
这是哪个建的	这是谁建的
哪个来老这里	谁来了这里
多少年过切老	多少年过去了
你喝醉老	你喝醉了
还有别的吗	还有别的吗
你快乐吗	你快乐吗
您准备好老吗	您准备好了吗
你们准备好老吗	你们准备好了吗
你准备好老吗	你准备好了吗
你累老吗	你累了吗
带钥匙来	带钥匙来
叫保安来	叫保安来
你会溜冰吗	你会溜冰吗
请结帐	请结帐
不要放弃	不要放弃
画一个圈	画一个圈
鲜花盛开	鲜花盛开
他不会游泳	他不会游泳
这是一个小偷	这是一个小偷
他在家里	他在家里
他是我的菜	他是我的菜
他不是哈儿	他不是傻子
他没疯	他没疯
他欺骗老我们	他欺骗了我们
他卖车子	他卖车子
他枪击老我	他枪击了我
他努力地尝试	他努力地尝试
他想要更多	他想要更多
他不在家	他不在家
他在读书	他在读书
你咋咯样	你怎么样
那你呢	那你呢
你们呢	你们呢
您呢	您呢
多美啊	多美啊
我离婚老	我离婚了
我很难过	我很难过
我同意它	我同意它
我相信你	我相信你
我信过你	我信过你
我看得见汤姆	我看得见汤姆
我无法做到这一点	我无法做到这一点
我做不到	我做不到
我鄙视你	我鄙视你
我确实看见他老	我确实看见他了
我没通过	我没通过
我餵过狗老	我餵过狗了
我觉得很孤独	我觉得很孤独
我感觉不安逸	我感觉不舒服
我是免费得到的	我是免费得到的
我有一个家	我有一个家
我有一只蛋	我有一只蛋
我必须赢	我必须赢
我喜欢运动	我喜欢运动
我喜欢甜食	我喜欢甜食
我喜欢吃	我喜欢吃
我喜欢跑步	我喜欢跑步
我爱咖啡	我爱咖啡
我爱电影	我爱电影
我爱大自然	我爱大自然
我想念波士顿	我想念波士顿
我现在必须走老	我现在必须走了
他需要一件外套	他需要一件外套
我需要些建议	我需要些建议
我需要尝试	我需要尝试
我尊敬汤姆	我尊敬汤姆
我应该服从	我应该服从
我想我可以	我想我可以
我想哭	我想哭
我想死	我想死
我刚才在家	我刚才在家
我很冷	我很冷
我要买这个	我要买这个
我会打电话给你	我会打电话给你
我会在这里吃饭	我会在这里吃饭
我会切接他的	我会去接他的
我是个学生	我是个学生
我是个老师	我是个老师
我累死老	我累死了
困死老	困死了
我在节食	我在节食
我这就上路	我这就上路
我真蠢	我真蠢
我有酒	我有酒
严重吗	严重吗
看起来不错	看起来不错
可能会下雨	可能会下雨
可能要下雨老	可能要下雨了
它是个秘密	它是个秘密
公事公办	公事公办
天气好冷	天气好冷
它有改善老	它有改善了
我请客	我请客
不是我的	不是我的
它太长老	它太长了
它太大声	它太大声
它很大	它很大
确保汤姆安全	确保汤姆安全
让我看看	让我看看
锁大门	锁大门
我可以进来吗	我可以进来吗
在那里见我	在那里见我
我的脚痛	我的脚痛
我的钢笔是新的	我的钢笔是新的
决不放弃	决不放弃
量力而行	量力而行
戒掉赌博吧	戒掉赌博吧
现在读这个	现在读这个
拯救你自己	拯救你自己
和我握手	和我握手
我们该步行吗	我们该步行吗
她感到闷闷不乐的	她感到闷闷不乐的
她恨他	她恨他
她爱汤姆	她爱汤姆
她在节食中	她在节食中
她在节食	她在节食
她是我的菜	她是我的菜
给我看哈它吧	给我看下它吧
不要把门开着	不要把门开着
关门	关门
坐我旁边	坐我旁边
讲清楚	讲清楚
搅一哈汤	搅一下汤
别再插手	别再插手
停止射击	停止射击
改邪归正	改邪归正
事情难免会发生	事情难免会发生
重新告诉我	重新告诉我
还是要说谢谢的	还是要说谢谢的
那是一本书	那是一本书
铃响老	铃响了
他们有带武器	他们有带武器
这是假发	这是假发
时间就是金钱	时间就是金钱
今天很有趣	今天很有趣
汤姆回来老	汤姆回来了
汤姆没走	汤姆没走
汤姆是个乡巴佬	汤姆是个乡巴佬
汤姆缺席	汤姆缺席
汤姆是个无聊的人	汤姆是个无聊的人
汤姆非常性感	汤姆非常性感
汤姆不老	汤姆不老
汤姆认识他	汤姆认识他
汤姆爱你	汤姆爱你
汤姆睡过头老	汤姆睡过头了
汤姆跑得快	汤姆跑得快
汤姆被解僱老	汤姆被解僱了
请稍等	请稍等
我们必须走老	我们必须走了
我们保持老沉默	我们保持了沉默
我们喜欢音乐	我们喜欢音乐
我们想你	我们想你
我们需要钱	我们需要钱
我们明白	我们明白
我们想要糖	我们想要糖
我们感到厌烦老	我们感到厌烦了
我们会很忙	我们会很忙
我们会切做	我们会去做
我们是特别的	我们是特别的
我们很特别	我们很特别
我们很担心	我们很担心
我们已经到老	我们已经到了
您当时在忙吗	您当时在忙吗
你在哪儿	你在哪儿
哪个帮帮她	谁帮帮她
这是哪个的	这是谁的
为啥子责备汤姆	为什么责备汤姆
你在扯谎	你在撒谎
你能跑	你能跑
你看起来很苍白	你看起来很苍白
你应该切	你应该去
你最好切	你最好去
你会失败	你会失败
你工作努力	你工作努力
你在开玩笑吧	你在开玩笑吧
你真坏	你真坏
鸟会飞	鸟会飞
请允许我切	请允许我去
你在哭吗	你在哭吗
你不是汤姆吗	你不是汤姆吗
你不热吗	你不热吗
对她好点	对她好点
鸟下蛋	鸟下蛋
把水烧开	把水烧开
把它带给我	把它带给我
我可以吃这个吗	我可以吃这个吗
我能帮你吗	我能帮你吗
我能坐这里吗	我能坐这里吗
你能起床吗	你能起床吗
打扫房间	打扫房间
我要咖啡谢谢	我要咖啡谢谢
牛可产奶	牛可产奶
解决他们	解决他们
我们认识你么	我们认识你么
你认识我吗	你认识我吗
你还认识我吗	你还认识我吗
你喜欢吗	你喜欢吗
你想我老	你想我了
你想我吗	你想我吗
你保证吗	你保证吗
你保证	你保证
莫碰它	别碰它
每个人都会扯把子	每个人都会说谎
狐狸吃母鸡	狐狸吃母鸡
起床	起床
下午好	下午好
新年快乐	新年快乐
你该多吃点	你该多吃点
他提速老	他提速了
他快死老	他快死了
他把我们弄糊涂老	他把我们弄糊涂了
他不扯谎	他不说谎
他举办老一场舞会	他举办了一场舞会
他是美国人	他是美国人
他一个人生活	他一个人生活
他独自生活	他独自生活
他看起来很年轻	他看起来很年轻
他弄丢老一本书	他弄丢了一本书
他唱老一首歌	他唱了一首歌
他卖水果	他卖水果
他被淹死老	他被淹死了
他溺水而亡	他溺水而亡
他是个大男孩	他是个大男孩
他是作家	他是作家
这里有一本书	这里有一本书
它多贵	它多贵
多少钱	多少钱
我是匈牙利人	我是匈牙利人
我今天休息	我今天休息
我太矮老	我太矮了
我相信老你	我相信了你
我借钱	我借钱
我的手臂断老	我的手臂断了
我不懂	我不懂
我切学校	我去学校
我被逮捕老	我被逮捕了
我起床早	我起床早
我有一个设想	我有一个设想
我有一个愿景	我有一个愿景
我讨厌星期一	我讨厌星期一
我咳嗽	我咳嗽
我有一个梦想	我有一个梦想
我打嗝老	我打嗝了
我没时间	我没时间
我经常打嗝	我经常打嗝
我喜欢画画	我喜欢画画
我喜欢花	我喜欢花
我喜欢阅读	我喜欢阅读
我爱我的生活	我爱我的生活
我爱我的生命	我爱我的生命
我爱我的妻子	我爱我的妻子
我爱派对	我爱派对
我遇见一个朋友	我遇见一个朋友
我需要一张邮票	我需要一张邮票
我尽快需要	我尽快需要
我需要我的大衣	我需要我的大衣
我需要知道	我需要知道
我说过老闭嘴	我说过了闭嘴
把嘴巴闭到	把嘴闭上
我看到老五个男人	我看到了五个男人
我应该切做	我应该去做
我学韩语	我学韩语
我以前是医生	我以前是医生
我在学习	我在学习
我要控告你	我要控告你
我想要切	我想要去
我会警告汤姆	我会警告汤姆
我会回来的	我会回来的
我会责备他	我会责备他
